movie_id,actor_id,character,cast_order
702,3084,Stanley Kowalski,1
702,10539,Stella Kowalski,2
702,9857,Harold Mitchell,3
702,3143,Steve,4
25750,3489,Grace Rhodes,0
25750,58727,Margaret Rhodes,1
25750,8963,June Rhodes,2
25750,102723,James Rhodes,3
25750,84685,Donald Atkins,4
9305,20030,Récitant / Narrator (French version) (voice),0
9305,5470,Narrator (English version) (voice),1
1630,57755,Larry Flynt,0
1630,7621,Althea Leasure,1
1630,819,Alan Isaacman,2
1630,18235,Jimmy Flynt,3
1630,18236,Ruth Carter Stapleton,4
11816,6598,Ethel Thayer,0
11816,4958,Norman Thayer Jr.,1
11816,6352,Chelsea Thayer Wayne,2
11816,70569,Billy Ray,3
11816,12850,Bill Ray,4
11843,12446,Jacques Clouseau,0
11843,290,Sir Charles Litton,1
11843,14503,Charles Dreyfus,2
11843,18915,Claudine,3
11843,14955,Col. Sharki,4
10379,16171,Elizabeth 'Lizzie' Cronin,0
10379,14469,Drop Dead Fred,1
10379,19131,Polly Cronin,2
10379,21561,Charles,3
10379,4,Janie,4
2756,228,Virgil 'Bud' Brigman,0
2756,1161,Lindsey Brigman,1
2756,2712,Lieutenant Hiram Coffey,2
2756,30151,Catfish De Vries,3
2756,18342,Alan 'Hippy' Carnes,4
790,11782,Stevie Wayne,0
790,8944,Elizabeth Solley,1
790,7302,Kathy Williams,2
790,11783,John Houseman,3
790,11784,Nick Castle,4
1103,6856,Snake Plissken,0
1103,4078,Police Commissioner Bob Hauk,1
1103,7502,Cabbie,2
1103,9221,President of the United States,3
1103,6542,The Duke of New York,4
11298,10662,Dr. George Waggner,0
11298,17494,Chris,1
11298,65404,R. William 'Bill' Neill,2
11298,16173,Terry Fisher,3
11298,34597,Fred Francis,4
4480,2565,Cesar Soubeyran,0
4480,16927,Jean de Florette,1
4480,6012,Ugolin,2
4480,38351,Aimée Cadoret,3
4480,16314,Baptistine,4
4481,2565,Cesar Soubeyran,0
4481,4885,Manon,1
4481,6012,Ugolin,2
4481,23388,Bernard Olivier,3
4481,16314,Baptistine,4
10765,18892,Pvt. Judy Benjamin - Judy Goodman,0
10765,39015,Capt. Doreen Lewis,1
10765,23346,Henri Alan Tremont,2
10765,5255,Col. Clay Thornbush,3
10765,5960,Pvt. Mary Lou Glass,4
762,10722,King Arthur / Voice of God / Middle Head / Hiccoughing Guard,0
762,8930,Second Swallow-Savvy Guard / The Black Knight / Peasant 3 / Sir Lancelot the Brave / Taunting French Guard / Tim the Enchanter,1
762,280,Patsy / Green Knight / Old Man from Scene 24 (Bridgekeeper) / Sir Bors / Animator / Gorrilla Hand,2
762,10713,Dead Collector / Peasant 1 / Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot / First Swamp Castle Guard / Concorde / Roger the Shrubber / Brother Maynard,3
762,10707,Dennis's Mother / Sir Bedevere / Left Head / Prince Herbert / Cartoon Scribe (voice),4
531,7317,Wallace,0
659,10254,Alfred Matzerath,0
659,10255,Agnes Matzerath,1
659,10256,Oskar Matzerath,2
659,10257,Maria Matzerath,3
659,7107,Jan Bronski,4
8074,53911,Monsieur Gérard,0
8074,14813,Juliette Jeanson,1
8074,24475,Marianne,2
8074,53912,Robert Jeanson,3
8074,37775,John Bogus,4
11216,24366,Alfredo,0
11216,20030,Salvatore adulto,1
11216,27643,Salvatore adolescente,2
11216,68635,Salvatore bambino,3
11216,120152,Elena Mendola /figlia di Elena,4
7452,1977,Richard Borst,0
7452,5658,Albert Spica,1
7452,15735,Georgina Spica,2
7452,1367,Michael,3
7452,3129,Mitchel,4
892,2413,Louison,0
892,13686,Julie Clapet,1
892,13687,Clapet (the butcher),2
892,13688,Mademoiselle Plusse,3
892,13689,Marcel Tapioca,4
1600,1350,Weronika/Véronique,0
1600,17888,La Tante,1
1600,1142,Alexandre Fabbri,2
1600,17896,Serge,3
1600,7109,La femme barjolée,4
975,2090,Col. Dax,0
975,14562,Cpl. Philippe Paris,1
975,14563,Gen. George Broulard,2
975,14564,Gen. Paul Mireau,3
975,14565,Lt. Roget/Singing man,4
18129,5657,Lilly Dillon,0
18129,3036,Roy Dillon,1
18129,516,Myra Langtry,2
18129,109762,Guy in bar,3
18129,537,Jeweler,4
409,5469,Count László de Almásy,0
409,1137,Hana,1
409,5293,David Caravaggio,2
409,5470,Katharine Clifton,3
409,5471,Sikh Kip,4
38251,55912,Sergente Nicola Lo Russo,0
38251,119950,Tenente Raffaele Montini,1
38251,106350,Attendente Antonio Farina,2
38251,71296,Marconista Luciano Colasanti,3
38251,55914,Corrado Noventa,4
10161,11856,Christy Brown,0
10161,18345,Mrs. Brown,1
10161,64039,Sheila,2
10161,64041,Tom,4
10161,63367,Benny,5
1412,1533,Ann Bishop Mullany,0
1412,8212,John Mullany,1
1412,13548,Graham Dalton,2
1412,1212,Cynthia Bishop,3
1412,32592,Therapist,4
14285,1414776,Himself,1
14285,206088,Himself,2
14285,1414777,Himself (Homicide Detective in Dallas),3
14285,1697857,Herself (Homicide Detective in Dallas),4
2469,25256,Marina Osorio,0
2469,3131,Ricky,1
2469,6536,Lola,2
2469,25257,Alma,3
2469,25025,Médico,4
510,514,Randle Patrick McMurphy,0
510,7071,Nurse Mildred Ratched,1
510,518,Martini,2
510,7072,Harding,3
510,7077,Orderly Turkle,4
11455,11159,Pedro De Pacas,0
11455,63208,Anthony 'Man' Stoner,1
11455,8260,Arnold Stoner,2
11455,4098,Mrs. Tempest Stoner,3
11455,137582,Chauffeur,4
1891,2,Luke Skywalker,0
1891,3,Han Solo,1
1891,4,Princess Leia,2
1891,3799,Lando Calrissian,3
1891,6,C-3PO,4
2493,2130,Westley,0
2493,32,The Princess Bride,1
2493,25503,Inigo Montoya,2
2493,25504,Fezzik,3
2493,14541,Prince Humperdinck,4
85,3,Indy,0
85,650,Marion Ravenwood,1
85,652,Dr. René Belloq,2
85,653,Major Arnold Toht,3
85,655,Sallah,4
68,378,Sam Lowry,0
68,380,Archibald 'Harry' Tuttle,1
68,381,Mrs. Ida Lowry,2
68,65,Mr. M. Kurtzmann,3
68,382,Spoor,4
679,10205,Lieutenant Ellen Ripley,0
679,2712,Corporal Dwayne Hicks,1
679,1736,Hicks body double,2
679,781,Carter J. Burke,3
679,2714,L. Bishop,4
429,3265,Tuco,0
429,190,Blondie,1
429,4078,Sentenza/Angel Eyes,2
429,5813,Alcoholic Union Captain,3
429,5814,Father Pablo Ramirez,4
13446,20766,Withnail,0
13446,47654,Marwood (I),1
13446,10983,Montague Withnail (Uncle Monty),2
13446,1821,The Poacher,3
13446,53916,Danny the Dealer,4
389,4958,Juror 8,0
389,1936,Juror 1,1
389,5247,Juror 2,2
389,5248,Juror 3,3
389,5249,Juror 4,4
947,11390,T.E. Lawrence,0
947,12248,Prince Feisal,1
947,5401,Auda abu Tayi,2
947,10018,General Lord Edmund Allenby,3
947,5004,Sherif Ali,4
185,56890,Alexander  DeLarge,0
185,2264,Mr. Alexander,1
185,2265,Mrs. Alexander,2
185,2267,Chief Guard,3
185,2268,Dim,4
595,8487,Atticus Finch,0
595,2112,Tom Robinson,1
595,8498,Bob Ewell,2
595,8488,Jean Louise 'Scout' Finch,3
595,8489,Jeremy 'Jem' Finch,4
28,8349,Captain Benjamin L. Willard,0
28,3084,Colonel Walter E. Kurtz,1
28,3087,Lieutenant Colonel Bill Kilgore,2
28,8351,Jay 'Chef' Hicks,3
28,8350,Lance B. Johnson,4
335,4958,Frank,0
335,4959,Jill McBain,1
335,4765,Cheyenne,2
335,4960,Harmonica,3
335,4961,Morton (railroad baron),4
1892,2,Luke Skywalker,0
1892,3,Han Solo,1
1892,4,Princess Leia,2
1892,3799,Lando Calrissian,3
1892,6,C-3PO,4
144,2310,Damiel,0
144,2311,Cassiel,1
144,2312,Marion,2
144,2313,"Homer, the old poet",3
144,2314,Peter Falk,4
1092,7664,Holly Martins,0
1092,15385,Anna Schmidt,1
1092,40,Harry Lime,2
1092,12726,Major Calloway,3
1092,9874,Sergeant Paine,4
769,380,James Conway,0
769,11477,Henry Hill,1
769,4517,Tommy DeVito,2
769,11478,Karen Hill,3
769,7004,Paul Cicero,4
348,4139,Arthur Dallas,0
348,10205,Ellen Ripley,1
348,5047,Joan Lambert,2
348,5048,Samuel Brett,3
348,5049,Gilbert Kane,4
766,11357,Ash,0
766,6368,Sheila,1
766,11763,Lord Arthur,2
766,11764,Wiseman,3
766,11765,Duke Henry the Red,4
175,1642,Jacques Mayol,0
175,1003,Enzo Molinari,1
175,2165,Johana Baker,2
175,1165,Dr. Laurence,3
175,2166,Novelli,4
11645,70132,Taro Takatora Ichimonji,0
11645,70133,Jiro Masatora Ichimonji,1
11645,70134,Saburo Naotora Ichimonji,2
11645,70131,Lord Hidetora Ichimonji,3
11645,72607,Lady Kaede,5
10835,1619,Jeff,0
10835,26784,Insp. Li Ying / Little Eagle,1
10835,67046,Jennie,2
10835,67047,Sidney Fung,3
10835,10885,Sgt. Tsang Yeh,4
539,7301,Norman Bates,0
539,7303,Lila Crane,1
539,7304,Sam Loomis,2
539,7302,Marion Crane,3
539,1936,Det. Milton Arbogast,4
525,707,Elwood Blues (as Elwood),0
525,7171,'Joliet' Jake Blues (as Jake),1
525,7172,Reverend Cleophus James,2
525,7173,Curtis,3
525,7174,Ray,4
240,1158,Don Michael Corleone,0
240,3087,Tom Hagen,1
240,3092,Kay Corleone,2
240,380,Don Vito Corleone,3
240,3096,Fredo Corleone,4
600,8654,Pvt. Joker,0
600,2059,Animal Mother,1
600,7132,Pvt. Pyle,2
600,8655,Gny. Sgt. Hartman,3
600,8656,Eightball,4
530,7317,Wallace (voice),0
10705,11181,Henry V,0
10705,937,Chorus,1
10705,8318,Exeter,2
10705,66250,Bedford,3
10705,13324,French King,4
279,1164,Antonio Salieri,0
279,3999,Wolfgang Amadeus Mozart,1
279,4000,Constanze Mozart,2
279,4002,Leopold Mozart,3
279,4001,Emanuel Schikaneder,4
3109,4165,Sean Thornton,0
3109,70035,Mary Kate Danaher,1
3109,30495,Squire 'Red' Will Danaher,2
3109,13820,Michaleen Oge Flynn,3
3109,4303,Father Peter Lonergan,4
311,380,David 'Noodles' Aaronson,0
311,4512,Maximilian 'Max' Bercovicz,1
311,4513,Deborah Gelly,2
311,4517,Frankie Minaldi,3
311,4521,Joe,4
1578,380,Jake La Motta,0
1578,4517,Joey La Motta,1
1578,14702,Vickie Thailer,2
1578,7164,Salvy Batts,3
1578,17651,Tommy Como,4
703,1243,Alvy Singer,0
703,3092,Annie Hall,1
703,10555,Rob,2
703,10556,Allison,3
703,10557,Tony Lacey,4
9549,10430,Gus Grissom,0
9549,6065,Gordon Cooper,1
9549,228,John Glenn,2
9549,349,Alan Shepard,3
9549,9880,Chuck Yeager,4
1398,28078,Stalker,0
1398,8475,Ecrivain,1
1398,1190992,Physicien,2
1398,28079,Femme du Stalker,3
1398,28080,"Martha, fille du Stalker",4
387,920,Kapitän-Leutnant Heinrich Lehmann-Willenbrock,0
387,5228,Leutnant Werner,1
387,5229,Der Leitende/Fritz Grade,2
387,5230,1WO,3
387,4924,2WO,4
9277,3636,Henry Gondorff,0
9277,4135,Johnny Hooker,1
9277,8606,Doyle Lonnegan,2
9277,1466,Lt. Wm. Snyder,3
9277,4093,J.J. Singleton,4
343,4970,Maude,0
343,4971,Harold Parker Chasen,1
343,4973,Glaucus,3
343,4974,Uncle Victor,4
343,4975,Sunshine Doré,5
490,2201,Antonius Block,0
490,6649,Jöns,1
490,6656,Death,2
490,6658,Jof,3
490,6657,Mia,4
11235,13784,Felix Harper,0
11235,20899,Mac,1
11235,68686,Ben,2
11235,47698,Urquhart,3
11235,116123,Moritz,4
218,1100,The Terminator,0
218,2712,Kyle Reese,1
218,2713,Sarah Connor,2
218,1818,Lieutenant Ed Traxler,3
218,2714,Detective Vukovich,4
763,11332,Lionel Cosgrove,0
763,11333,Paquita Maria Sanchez,1
763,11334,Mum,2
763,11335,Uncle Les,3
763,11336,Nurse McTavish,4
9665,4756,Col. Robert Gould Shaw,0
9665,5292,Pvt. Trip,1
9665,2130,Maj. Cabot Forbes,2
9665,192,Sgt. Maj. John Rawlins,3
9665,58426,Pvt. Jupiter Sharts,4
18971,64,Rosencrantz,0
18971,3129,Guildenstern,1
18971,3037,The Player,2
18971,20508,Hamlet,3
18971,20425,Claudius,4
696,1243,Isaac Davis,0
696,3092,Mary Wilkie,1
696,4776,Yale,2
696,10447,Tracy,3
696,5064,Jill,4
379,1241,Bernie Bernbaum,0
379,5168,Tom Reagan,1
379,4726,Verna Bernbaum,2
379,884,Mink,3
379,3926,Liam 'Leo' O'Bannon,4
207,2157,John Keating,0
207,569,Todd Anderson,1
207,2692,Neil Perry,2
207,2693,Charlie Dalton,3
207,2694,Knox Overstreet,4
37247,4483,Ben Braddock,0
37247,10774,Mrs. Robinson,1
37247,9594,Elaine Robinson,2
37247,8608,Mr. Robinson,3
37247,7795,Room Clerk,4
1480,10017,Ramon Miguel Vargas,0
1480,7302,Susan 'Susie' Vargas,1
1480,40,Police Captain Hank Quinlan,2
1480,33747,Police Sergeant Pete Menzies,3
1480,30719,'Uncle' Joe Grandi,4
9322,57298,Nikita,0
9322,2170,Rico,1
9322,57299,Coyotte,2
9322,57300,Zap,3
9322,1003,Victor,4
826,8252,Cmdr. Shears,0
826,12248,Col. Nicholson,1
826,10018,Maj. Warden,2
826,12249,Col. Saito,3
826,12250,Maj. Clipton,4
422,5676,Guido Anselmi,0
422,4959,Claudia,1
422,5682,Luisa Anselmi,2
422,5683,Carla,3
422,5684,Rossella,4
829,514,Jake Gittes,0
829,6450,Evelyn Cross Mulwray,1
829,6593,Noah Cross,2
829,12295,Lieutenant Lou Escobar,3
829,12296,Russ Yelburton,4
828,12282,"Klaatu, alias Mr. Carpenter",0
828,1934,Helen Benson,1
828,3162,Bobby Benson,2
828,10609,Tom Stevens,3
828,10024,Prof. Jacob Barnhardt,4
3090,4110,Fred C. Dobbs,0
3090,19020,Howard,1
3090,14517,Bob Curtin,2
3090,30303,James Cody,3
3090,14451,Pat McCormick,4
9964,61590,Ozzy,0
9964,61591,Barry,1
9964,61592,Giles,2
9964,61593,Frank,3
9964,108,Derek / Robert,4
3063,10798,Rufus T. Firefly,0
3063,10800,Pinky,1
3063,10799,Chicolini,2
3063,30014,Lt. Bob Roland,3
3063,10804,Mrs. Gloria Teasdale,4
13667,3036,Lane Meyer,0
13667,28010,Al Meyer,1
13667,15655,Jenny Meyer,2
13667,87562,Johnny Gasparini,3
13667,87563,Badger Meyer,4
694,514,Jack Torrance,0
694,10409,Wendy Torrance,1
694,10410,Danny Torrance,2
694,7077,Dick Hallorann,3
694,10411,Stuart Ullman,4
235,3033,Gordie Lachance,0
235,741,Chris Chambers,1
235,3034,Teddy Duchamp,2
235,3035,Vern Tessio,3
235,2628,Ace Merrill,4
832,2094,Hans Beckert,0
832,12322,Frau Beckmann,1
832,12323,Elsie Beckmann,2
832,12324,Inspector Karl Lohmann,3
832,79,Inspector Groeber,4
765,11357,Ashley 'Ash' J. Williams,0
765,11749,Annie Knowby,1
765,11750,Jake,2
765,11751,Bobbie Joe,3
765,11753,Linda,4
5925,13565,Captain Hilts,0
5925,16896,Flight Lt. Hendley,1
5925,4786,Roger Bartlett,2
5925,12250,"Group Capt. Ramsey ""The SBO""",3
5925,4960,Flight Lt. Danny Velinski,4
11778,380,Michael Vronsky,0
11778,3096,Stan,1
11778,47879,Steven Pushkov,2
11778,4690,"Nikanor ""Nick"" Chevotarevich",3
11778,5064,Linda,4
137,1532,Phil Connors,0
137,1533,Rita,1
137,1534,Larry,2
137,537,Ned Ryerson,3
137,1535,Buster Green,4
33,190,Bill Munny,0
33,193,Little Bill Daggett,1
33,192,Ned Logan,2
33,194,English Bob,3
33,3710,The Schofield Kid,4
982,4347,Capt./Maj. Bennett Marco,0
982,14729,Raymond Shaw,1
982,14730,Mrs. Iselin,2
982,7302,Eugenie Rose Chaney,3
982,14731,Chunjin,4
212,2638,Mortimer Brewster,0
212,2670,Elaine Harper,1
212,2669,Jonathan Brewster,2
212,2094,Dr. Einstein,3
212,2667,Aunt Abby Brewster,4
105,521,Marty McFly,0
105,1062,Dr. Emmett Brown,1
105,1063,Lorraine Baines,2
105,1064,George McFly,3
105,1065,Biff Tannen,4
1633,8534,Evelyn Couch,0
1633,18248,Ruth Jamison,2
1633,5698,Ninny Threadgoode,3
1633,18249,Sipsey,4
1633,31140,Idgie Threadgoode,5
11202,862,Gen. George S. Patton Jr.,0
11202,9857,Gen. Omar N. Bradley,1
11202,40551,Capt. Chester B. Hansen,2
11202,15650,Brig. Gen. Hobart Carver,3
11202,12431,General Bradley's driver,4
1554,2887,Zack,0
1554,6394,Jack,1
1554,4818,Roberto,2
1554,9235,Nicoletta,3
1554,6913,Laurette,4
149,1678,Shôtarô Kaneda (voice),0
149,1679,Tetsuo Shima (voice),1
149,1680,Kei (voice),2
149,1681,Ryûsaku (voice),3
149,1682,Nezu (voice),4
8009,38559,Connor 'The Highlander' MacLeod,0
8009,29021,Brenda J. Wyatt,1
8009,6574,Victor 'The Kurgan' Kruger,2
8009,738,Juan Sanchez Villa-Lobos Ramirez,3
8009,53515,Heather MacLeod,4
903,3636,Luke Jackson,0
903,12950,Dragline,1
903,8962,Boss Paul,2
903,13869,Boss Godfrey,3
903,5048,Tramp,4
11673,16927,Cyrano de Bergerac,0
11673,70182,Roxane,1
11673,20239,Christian de Neuvillette,2
11673,24683,Comte de Guiche,3
11673,81821,Sister Colette,4
3034,3460,Dr. Frederick Frankenstein,0
3034,1039,The Monster,1
3034,29802,Igor,2
3034,29803,Elizabeth,3
3034,9599,Frau Blücher,4
339,1920,Corky,0
339,4800,Victoria Snelling,1
339,4801,Rock Manager,2
339,4802,Rock Musician#1,3
339,4803,Rock Musician#2,4
10404,643,Song Lian,0
10404,1139069,Chen Zuo Qian,1
10404,64987,Mei Shan,2
10404,64988,Zhuo Yun,3
10404,1183504,Yan'er,4
914,13848,Hynkel - Dictator of Tomania / A Jewish Barber,0
914,14028,Benzini Napaloni,1
914,14029,Commander Schultz,2
914,10924,Garbitsch,3
914,5464,Field Marshal Herring,4
756,565402,Narrator - Narrative Introductions,1
756,2106,Mickey Mouse (segment 'The Sorcerer's Apprentice') (voice),2
756,1098082,Soloist (segment 'Ave Maria') (singing voice),4
756,233471,Himself - Conductor of The Philadelphia Orchestra,5
288,4068,Marshal Will Kane,0
288,4070,Amy Fowler Kane,1
288,3383,Mayor Jonas Henderson,2
288,2177,Deputy Marshal Harvey Pell,3
288,4069,Helen Ramírez,4
910,4110,Philip Marlowe,0
910,7570,Vivian Sternwood Rutledge,1
910,2673,Eddie Mars,2
910,13975,Carmen Sternwood,3
910,10487,Acme Bookstore proprietress,4
2640,1920,Veronica Sawyer,0
2640,2224,J.D.,1
2640,19144,Heather Duke,2
2640,4801,Heather McNamara,3
2640,27565,Heather Chandler,4
16633,20006,Richard Collier,0
16633,10223,Elise McKenna,1
16633,290,William Fawcett Robinson,2
16633,7663,Laura Roberts,3
16633,26044,Arthur Biehl,4
665,10017,Judah Ben-Hur,0
665,10018,Quintus Arrius,1
665,10019,Esther,2
665,10020,Messala,3
665,10021,Scheich Ildirim,4
11031,13524,Nigel Tufnel,0
11031,21731,David St. Hubbins,1
11031,6008,Derek Smalls,2
11031,3026,Marty DiBergi,3
11031,104410,Jeanine Pettibone,4
11314,104598,Himself (uncredited),0
11314,1192360,Himself (archive footage) (uncredited),1
15143,7036,Keith Nelson,0
15143,31140,Watts,1
15143,1063,Amanda Jones,2
15143,77940,Mia,3
15143,4138,Hardy Jenns,4
89,3,Indiana Jones,0
89,738,Professor Henry Jones,1
89,656,Dr. Marcus Brody,2
89,739,Dr. Elsa Schneider,3
89,655,Sallah,4
10322,12446,Chance,0
10322,4090,Eve Rand,1
10322,19550,Benjamin Rand,2
10322,5251,President 'Bobby',3
10322,15413,Dr. Robert Allenby,4
783,2282,Mahatma Gandhi,0
783,11850,Margaret Bourke-White,1
783,9126,General Dyer,2
783,11857,Lord Irwin,3
783,12726,Judge Broomfield,4
10644,11856,Tomas,0
10644,1137,Tereza,1
10644,5313,Sabina,2
10644,9128,Franz,3
10644,1640,The Engineer,4
11257,10978,Charlotte Bartlett,0
11257,1283,Lucy Honeychurch,1
11257,656,Mr. Emerson,2
11257,6104,George Emerson,3
11257,4001,The Reverend Mr Beebe,4
14370,5576,Chris Knight,0
14370,92808,Mitch Taylor,1
14370,2885,Jordan Cochran,2
14370,7676,Prof. Jerry Hathaway,3
14370,9629,Lazlo Hollyfeld,4
12104,71247,Pink's Mother,0
12104,71248,Pink's Father,1
12104,71249,Pink's Wife,2
12104,47991,Pink,3
12104,994272,Schoolteacher,4
625,8975,Sydney Schanberg,0
625,8976,Dith Pran,1
625,8977,"Major Reeves, Military Attache",2
625,6949,"Alan 'Al' Rockoff, Photographer",3
625,11860,Dr. Sundesval,4
830,12308,Dr. Edward Morbius,0
830,12309,Altaira Morbius,1
830,7633,Commander John J. Adams,2
830,12310,Lt. 'Doc' Ostrow,3
830,12311,Lt. Jerry Farman,4
2323,1269,Ray Kinsella,0
2323,23882,Annie Kinsella,1
2323,12930,Karin Kinsella,2
2323,11477,"""Shoeless"" Joe Jackson",3
2323,23881,Mark,4
983,738,Daniel Dravot,0
983,3895,Peachy Carnehan,1
983,290,Rudyard Kipling,2
983,11852,Billy Fish,3
983,14754,Ootah,4
642,3636,Butch Cassidy,0
642,4135,Sundance Kid,1
642,9594,Etta Place,2
642,8260,Percy Garris,3
642,5732,Bike Salesman,4
655,5048,Travis Henderson,0
655,2630,Jane Henderson,1
655,923,Walt Henderson,2
655,9892,Hunter Henderson,3
655,9893,Anne Henderson,4
639,5344,Sally Albright,0
639,7904,Harry Burns,1
639,4,Marie,2
639,9257,Jess,3
639,9258,Joe,4
8077,10205,Ripley,0
8077,17764,Dillon,1
8077,4391,Clemens,2
8077,4935,David,3
8077,53916,Aaron,4
814,14463,David Kessler,0
814,14464,Nurse Alex Price,1
814,2171,Jack Goodman,2
814,14465,Dr. J. S. Hirsch,3
814,14466,Barmaid,4
27214,10555,John Baxter,0
27214,41249,Nancy Baxter,1
27214,19976,Elliot West,2
27214,12407,Melanie,3
27214,76980,Emma Caswell,4
16235,65508,Father Adamsky,0
16235,4521,Anthony Montelli,1
16235,80135,Dolores Montelli,2
16235,80136,Sonny Montelli,3
16235,15668,Father Tom,4
11449,9274,George Lutz,0
11449,20011,Kathy Lutz,1
11449,522,Father Delaney,2
11449,69494,Father Richard Bolen,3
11449,8608,Father Ryan,4
24913,79741,Muffy / Buffy St. John,0
24913,1065,Arch Cummings,1
24913,25024,Ferryman,2
24913,56015,Constable Potter / Uncle Frank,3
24913,70556,Rob Ferris,4
49126,4173,Elliot Hoover,0
49126,19131,Janice Templeton,1
49126,41269,Bill Templeton,2
49126,182515,Ivy Templeton,3
49126,12296,Scott Velle,4
571,6929,Melanie Daniels,0
571,8229,Mitch Brenner,1
571,8231,Annie Hayworth,2
571,5047,Cathy Brenner,3
571,8232,Mrs. Bundy,4
8851,13565,Steve Andrews,0
8851,56138,Jane Martin,1
8851,56139,Lieutenant Dave,2
8851,1559631,Sgt. Jim Bert,3
8851,99826,Tony Gressette,4
6114,64,Dracula,0
6114,1920,Mina Murray / Elisabeta,1
6114,4173,Professor Van Helsing,2
6114,6384,Jonathan Harker,3
6114,20766,Dr. Jack Seward,4
229,2922,Frankenstein's Monster,0
229,2923,Dr. Henry Frankenstein,1
229,2925,Dr. Septimus Pretorius,2
229,2926,"Mary Wollstonecraft Shelley, also the monster's mate",3
229,2924,Elizabeth Frankenstein,4
9529,12519,Helen Lyle,0
9529,19384,The Candyman / Daniel Robitaille,1
9529,3982,Trevor Lyle,2
9529,51864,Bernadette 'Bernie' Walsh,3
9529,543193,Anne-Marie McCoy,4
1598,380,Max Cady,0
1598,1733,Sam Bowden,1
1598,4431,Leigh Bowden,2
1598,3196,Danielle Bowden,3
1598,10671,Claude Kersek,4
11349,8487,Sam Bowden,0
11349,10158,Max Cady,1
11349,40175,Peggy Bowden,2
11349,69103,Nancy Bowden,3
11349,1936,Police Chief Mark Dutton,4
7340,5606,Carrie White,0
7340,6721,Margaret White,1
7340,27563,Sue Snell,2
7340,45415,Tommy Ross,3
7340,52462,Miss Collins,4
6217,2630,Irena Gallier,0
6217,56890,Paul Gallier,1
6217,11512,Oliver Yates,2
6217,15532,Female,3
6217,42157,Joe Creigh,4
377,11163,Lt. Thompson,0
377,13652,Marge Thompson,1
377,5141,Nancy Thompson,2
377,13656,Tina Gray,3
377,13657,Rod Lane,4
653,9839,Count Orlok 'Nosferatu',0
653,9840,Hutter (as Gustav v. Wangenheim),1
653,9841,Hutter's Wife Ellen (as Greta Schroeder),2
653,9842,Estate Broker Knock,3
653,9843,Shipowner Harding (as G.H. Schnell),4
794,8487,Robert Thorn,0
794,855,Katherine Thorn,1
794,2076,Keith Jennings,2
794,8226,Mrs. Baylock,3
794,11839,Damien,4
31640,514,Alex Gates,0
31640,10822,Jason,1
31640,16866,Gabriela 'Gabby',2
31640,351,Suzanne,3
31640,3895,Victor 'Vic' Spansky,4
25189,10400,Rose Morgan,0
25189,1229,Gregory Larkin,1
25189,7570,Hannah Morgan,2
25189,18364,Henry Fine,3
25189,13920,Claire,4
145,1639,Bess McNeill,0
145,1640,Jan Nyman,1
145,1641,Dodo McNeill,2
145,1642,Terry,3
145,1643,Dr. Richardson,4
2212,3061,Martin Bells,0
2212,4687,Katherine,1
2212,1733,Inspector Thomas Albert Cray,2
2212,16851,James Gallman,3
2212,16858,Marie,4
199,2387,Captain Jean-Luc Picard,0
199,2388,Commander William T. Riker,1
199,1213786,Lt. Commander Data,2
199,2390,Commander Geordi La Forge,3
199,2391,Lieutenant Commander Worf,4
7863,118,David Helfgott,0
7863,1284,(Young) David Helfgott,2
7863,12647,Peter Helfgott,3
7863,1192652,Tony,4
7863,1192653,Sylvia,5
12498,879,Karl Childers,0
12498,20309,Doyle Hargraves,1
12498,22131,Charles Bushman,2
12498,27772,Vaughan Cunningham,3
12498,155,Frank Wheatley,4
9279,1100,Howard Langston,0
9279,14104,Ted Maltin,1
9279,57119,Myron Larabee,2
9279,12931,Liz Langston,3
9279,33196,Jamie Langston,4
12709,48576,Le Marquis Grégoire Ponceludon de Malavoy,0
12709,24421,Le Marquis de Bellegarde,1
12709,20234,Madame de Blayac,2
12709,73937,Mathilde de Bellegarde,3
12709,1973,L'Abbée de Vilecourt,4
20539,11856,John Proctor,0
20539,1920,Abigail Williams,1
20539,13324,Judge Thomas Danforth,2
20539,11148,Elizabeth Proctor,3
20539,52374,Reverend Parris,4
11674,515,Cruella De Vil,0
11674,8447,Roger,1
11674,20810,Anita,2
11674,23709,Nanny,3
11674,41419,Jaspar,4
1573,62,John McClane,0
1573,7673,Holly McClane,1
1573,7676,Richard Thornburg,2
1573,7672,Sgt. Al Powell,3
1573,22383,General Ramon Esperanza,4
152,1748,Captain James T. Kirk,0
152,1749,Mr. Spock,1
152,1750,Dr. Leonard McCoy,2
152,1751,Montgomery Scott,3
152,1752,Lt. Cmdr. Hikaru Sulu,4
174,1748,James Tiberius Kirk,0
174,1749,Spock,1
174,1750,Dr. Leonard McCoy,2
174,1751,Montgomery Scott,3
174,1752,Hikaru Sulu,4
172,1748,Captain James T. Kirk,0
172,1749,Captain Spock,1
172,1750,Dr. Leonard McCoy,2
172,1751,Montgomery Scott,3
172,1752,Cmdr. Hikaru Sulu,4
154,1748,Admiral James T. Kirk,0
154,1749,Captain Spock,1
154,1750,Dr. Leonard McCoy,2
154,1751,Montgomery Scott,3
154,1752,Cmdr. Hikaru Sulu,4
157,1748,Admiral James T. Kirk,0
157,1749,Capt. Spock/Elevator Voice,1
